Segment..Segment_set;Segment..Segment_nature;Complex..ComplexID;ClauseID;ClauseID_text;Clause;Embedded_count;Agent;Process;Medium;Range;Beneficiary;sequence;Agent_presence;Process_presence;Medium_presence;Range_presence;Beneficiary_presence
SetB;naturally occurring;170_1;17011;170_1_1;As proteínas conjugadas são proteínas [[que por hidrólise liberam aminoácidos mais um radical não peptídico, denominado grupo prostético]];1;;são;As proteínas conjugadas;proteínas [[que por hidrólise liberam aminoácidos mais um radical não peptídico, denominado grupo prostético]];;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;171_1;17111;171_1_1;As proteínas derivadas são compostos não encontrados na natureza, mas obtidos por degradação mais ou menos intensa (proteólise) de proteínas simples ou conjugadas pela ação de ácidos, bases ou enzimas.;0;;são;As proteínas derivadas;compostos não encontrados na natureza, mas obtidos por degradação mais ou menos intensa (proteólise) de proteínas simples ou conjugadas pela ação de ácidos, bases ou enzimas.;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;172_1;17211;172_1_1;O ácido desoxirribonucleico [...] é um composto orgânico [[cujas moléculas contêm as instruções genéticas que coordenam o desenvolvimento e funcionamento de todos os seres vivos]].;1;;é;O ácido desoxirribonucleico [...] ;um composto orgânico cujas moléculas contêm as instruções genéticas que coordenam o desenvolvimento e funcionamento de todos os seres vivos;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;178_1;17811;178_1_1;Daltonismo, também conhecido como discromatopsia ou discromopsia, é uma perturbação da percepção visual [[caracterizada pela incapacidade de diferenciar todas ou algumas cores]],;1;;é;Daltonismo, também conhecido como discromatopsia ou discromopsia,;uma perturbação da percepção visual caracterizada pela incapacidade de diferenciar todas ou algumas cores;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;180_1;18011;180_1_1;Pleiotropia [...] é o fenômeno genético em que um único par de alelos é responsável pelo determinismo de dois ou mais caracteres simultaneamente.;0;;é;Pleiotropia [...];o fenômeno genético em que um único par de alelos é responsável pelo determinismo de dois ou mais caracteres simultaneamente.;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;182_1;18212;182_1_2;desempenhando função de clivagem (corte) da molécula de DNA em pontos específicos, em reconhecimento a determinadas seqüências de nucleotídeos.;0;;desempenhando;função de clivagem (corte) da molécula de DNA;;;Process_Medium;0;1;1;0;0
SetB;naturally occurring;183_1;18312;183_1_2;ou seja, uma mesma molécula de DNA [[submetida à ação de uma enzima]] é sempre cortada nos mesmos pontos;1;;é cortada;uma mesma molécula de DNA [[submetida à ação de uma enzima]];;;Process_Medium;0;1;1;0;0
SetB;naturally occurring;184_1;18413;184_1_3;se sobre ele agir uma força externa.;0;uma força externa.;agir;sobre ele;;;Agent_Process_Medium;1;1;1;0;0
SetB;naturally occurring;185_1;18511;185_1_1;A sinalização celular faz parte de um complexo sistema de comunicação [[que governa e coordena as atividades e funções celulares]];1;A sinalização celular;faz parte;de um complexo sistema de comunicação [[que governa e coordena as atividades e funções celulares]];;;Agent_Process_Medium;1;1;1;0;0
SetB;naturally occurring;186_1;18613;186_1_3;e sendo caracterizado por um padrão persistente de desatenção e/ou hiperatividade e impulsividade, [[que se manifestam em, no mínimo, dois ambientes como a casa e a escola]];1;;sendo caracterizado;[^o transtorno do déficit de atenção e hiperatividade (TDAH)];por um padrão persistente de desatenção e/ou hiperatividade e impulsividade, [[que se manifestam em, no mínimo, dois ambientes como a casa e a escola]];;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;187_1;18711;187_1_1;Já a síndrome completa de DiGeorge é fatal,;0;;é;a síndrome completa de DiGeorge;fatal;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;189_1;18911;189_1_1;Mundialmente, a prevalência da esquizofrenia é de 1%.;0;;é;a prevalência da esquizofrenia; de 1%;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;190_1;19011;190_1_1;Embora a causa específica seja desconhecida,;0;;seja;a causa específica;desconhecida;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;191_1;19111;191_1_1;Gêmeos monozigóticos têm concordância de cerca de 50%.;0;;têm;Gêmeos monozigóticos;concordância de cerca de 50%.;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;192_1;19211;192_1_1;Estressores podem desencadear o surgimento ou a recorrência dos sintomas em pessoas vulneráveis.;0;Estressores;podem desencadear;o surgimento ou a recorrência dos sintomas em pessoas vulneráveis.;;;Agent_Process_Medium;1;1;1;0;0
SetB;naturally occurring;193_1;19311;193_1_1;Os pacientes com subtipo paranoide, com início tardio e bom funcionamento pré-mórbido – pacientes com melhor prognóstico para recuperação – também são os  [^pacientes] [[que têm maior risco de suicídio]];1;;são;Os pacientes com subtipo paranoide, com início tardio e bom funcionamento pré-mórbido – pacientes com melhor prognóstico para recuperação – também;os  [^pacientes] [[que têm maior risco de suicídio]];;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;194_1;19411;194_1_1;Quando [^os pacientes] [^são] tratados precocemente,;0;;[^são] tratados;[^os pacientes];;;Process_Medium;0;1;1;0;0
SetB;naturally occurring;194_1;19412;194_1_2;os pacientes tendem a responder mais rápida e completamente.;0;;tendem a responder;os pacientes;mais rápida e completamente;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;195_1;19511;195_1_1;Sem o uso de drogas antipsicóticas, após episódio inicial, 70 a 80% dos pacientes apresentam episódio subsequente durante os 12 meses seguintes.;0;;apresentam;70 a 80% dos pacientes;episódio subsequente;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;196_1;19611;196_1_1;O uso contínuo de drogas antipsicóticas pode reduzir a taxa de recidiva em um ano para cerca de 30%.;0;O uso contínuo de drogas antipsicóticas ;pode reduzir;a taxa de recidiva em um ano para cerca de 30%.;;;Agent_Process_Medium;1;1;1;0;0
SetB;naturally occurring;197_1;19711;197_1_1;Apenas em torno de 15% de todos os pacientes retornam plenamente ao seu nível pré-mórbido de funcionamento.;0;;retornam;Apenas em torno de 15% de todos os pacientes;ao seu nível pré-mórbido de funcionamento.;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;198_1;19811;198_1_1;[^A endocardite não infecciosa e a endocardite infecciosa] podem provocar embolias e comprometimento da função cardíaca.;0;[^A endocardite não infecciosa e a endocardite infecciosa];podem provocar;embolias e comprometimento da função cardíaca.;;;Agent_Process_Medium;1;1;1;0;0
SetB;naturally occurring;200_1;20011;200_1_1;Para atender os critérios do DSM-5 para o diagnóstico,;0;;atender;[^os pacientes];os critérios do DSM-5 para o diagnóstico;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;207_1;20711;207_1_1;Efeitos negativos sobre a cognição e o humor (? 2 dos seguintes): [^são] perda de memória para partes significativas do evento (amnésia dissociativa);0;;[^são];Efeitos negativos sobre a cognição e o humor (? 2 dos seguintes);perda de memória para partes significativas do evento (amnésia dissociativa);;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;212_1;21211;212_1_1;A avaliação da periculosidade, especialmente da extensão [[em que o paciente está disposto a agir com base em seu delírio]], é bastante importante.;1;;é;A avaliação da periculosidade, especialmente da extensão [[em que o paciente está disposto a agir com base em seu delírio]];bastante importante;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;213_1;21311;213_1_1;A maior parte dos pacientes pode permanecer empregada.;0;;pode permanecer;A maior parte dos pacientes;empregada;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;214_1;21411;214_1_1;Tratamento: Visa estabelecer relação médico-paciente efetiva;0;Tratamento;Visa estabelecer;relação médico-paciente efetiva;;;Agent_Process_Medium;1;1;1;0;0
SetB;naturally occurring;215_1;21511;215_1_1;"O foco da preocupação não é restrito como em outros transtornos psiquiátricos;";0;;é;O foco da preocupação;restrito;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;217_1;21711;217_1_1;O transtorno de pânico é a ocorrência de ataques de pânico repetidos, [[normalmente acompanhados de medo sobre futuros ataques ou de mudanças comportamentais para evitar situações que poderiam predispor aos ataques]];1;;é;O transtorno de pânico;a ocorrência de ataques de pânico repetidos, normalmente acompanhados de medo sobre futuros ataques ou de mudanças comportamentais para evitar situações que poderiam predispor aos ataques.;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;218_1;21811;218_1_1;[^Pode ocorrer] Resposta comportamental desadaptativa aos ataques de pânico;0;;[^Pode ocorrer];Resposta comportamental desadaptativa aos ataques de pânico;;;Process_Medium;0;1;1;0;0
SetB;naturally occurring;219_1;21911;219_1_1;Para outras, sobretudo sem tratamento, o transtorno de pânico segue um curso crônico e flutuante.;0;o transtorno de pânico;segue;um curso crônico e flutuante.;;;Agent_Process_Medium;1;1;1;0;0
SetB;naturally occurring;220_1;22012;220_1_2;tranquilização, educação sobre ansiedade e encorajamento [[para continuar a retornar e a permanecer em lugares em que os ataques de pânico ocorreram]] podem ser tudo o que é necessário.;1;;podem ser;tranquilização, educação sobre ansiedade e encorajamento [[para continuar a retornar e a permanecer em lugares em que os ataques de pânico ocorreram]] ;tudo o que é necessário.;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;221_1;22111;221_1_1;Entretanto, em transtorno de longa duração [[que envolva ataques frequentes e comportamentos de esquiva]], o tratamento provavelmente exigirá tratamento medicamentoso [[combinado com psicoterapia mais intensiva]];2;;exigirá;o tratamento;tratamento medicamentoso [[combinado com psicoterapia mais intensiva]];;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;222_1;22211;222_1_1;O sistema recorda as exposições anteriores;0;O sistema;recorda;as exposições anteriores;;;Agent_Process_Medium;1;1;1;0;0
SetB;naturally occurring;222_1;22212;222_1_2;e [^a resposta] é específica de Ag.;0;;é;[^a resposta];específica de Ag;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;223_1;22311;223_1_1;[[Uma vez reconhecido]], um complexo Ag-Ac ou um complexo complemento-microrganismo é fagocitado.;1;;é fagocitado;Uma vez reconhecido, um complexo Ag-Ac ou um complexo comp;;;Process_Medium;0;1;1;0;0
SetB;naturally occurring;224_1;22411;224_1_1;Sem o estímulo do Ag, a secreção de citocinas cessa e as células T citotóxicas ativadas sofrem apoptose.;0;a secreção de citocinas cessa e as células T citotóxicas ativadas;sofrem;apoptose;;;Agent_Process_Medium;1;1;1;0;0
SetB;naturally occurring;225_1;22511;225_1_1;As imunodeficiências estão associadas com [^várias complicações];0;;estão associadas;As imunodeficiências ;com [^várias complicações];;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;227_1;22712;227_1_2;ela causa ataxia cerebelar progressiva, telangiectasias oculocutâneas e infecções sinopulmonares recorrentes.;0;;causa;ela;ataxia cerebelar progressiva, telangiectasias oculocutâneas e infecções sinopulmonares recorrentes.;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;228_1;22811;228_1_1;Com frequência, os pacientes apresentam carência de IgA e IgE e defeito progressivo de célula T.;0;;apresentam;os pacientes;carência de IgA e IgE e defeito progressivo de célula T.;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;229_1;22911;229_1_1;Podem surgir anormalidades endócrinas como disgenesia gonádica, atrofia testicular e diabetes mellitus.;0;;Podem surgir;anormalidades endócrinas como disgenesia gonádica, atrofia testicular e diabetes mellitus.;;;Process_Medium;0;1;1;0;0
SetB;naturally occurring;230_1;23011;230_1_1;As infecções sinopulmonares recorrentes causam pneumonia recorrente, bronquiectasia e doença pulmonar obstrutiva crônica.;0;;causam;As infecções sinopulmonares recorrentes;pneumonia recorrente, bronquiectasia e doença pulmonar obstrutiva crônica.;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;231_1;23111;231_1_1;Fazem-se testes a procura de anormalidades endócrinas e câncer de acordo com as manifestações clínicas.;0;;Fazem-se;testes a procura de anormalidades endócrinas e câncer de acordo com as manifestações clínicas;;;Process_Medium;0;1;1;0;0
SetB;naturally occurring;232_1;23211;232_1_1;O tratamento com antibióticos profiláticos ou imunoglobulinas pode ajudar os pacientes com ataxia-telangiectasia.;0;O tratamento com antibióticos profiláticos ou imunoglobulinas;pode ajudar;os pacientes com ataxia-telangiectasia.;;;Agent_Process_Medium;1;1;1;0;0
SetB;naturally occurring;233_1;23311;233_1_1;A reflexão da luz é um fenômeno óptico [[que corresponde a incidência de luz numa superfície refletora]],;1;;é;A reflexão da luz;um fenômeno óptico [[que corresponde a incidência de luz numa superfície refletora]];;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;234_1;23411;234_1_1;A condução térmica, [[também chamada de difusão térmica]], é um tipo de propagação de calor [[que acontece num meio material decorrente das agitações das moléculas]].;2;;é;A condução térmica, também chamada de difusão térmica,;um tipo de propagação de calor que acontece num meio material decorrente das agitações das moléculas.;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;235_1;23513;235_1_3;que a outra parte,<<4>>, ficará quente.;0;;ficará;a outra parte;quente;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;237_1;23711;237_1_1;Esse tipo de transferência ocorre com maior ou menor facilidade [[dependendo da constituição atômica do material]],;1;;ocorre;Esse tipo de transferência;;;Process_Medium;0;1;1;0;0
SetB;naturally occurring;238_1;23811;238_1_1;Nas substâncias condutoras esse processo de transferência acontece mais rápido como, por exemplo, nos metais.;0;;acontece;esse processo de transferência;;;Process_Medium;0;1;1;0;0
SetB;naturally occurring;242_1;24211;242_1_1;Um exemplo disso ocorre, por exemplo, no resfriamento dos alimentos dentro da geladeira.;0;;ocorre;Um exemplo disso;;;Process_Medium;0;1;1;0;0
SetB;naturally occurring;247_1;24711;247_1_1;A condução e a convecção são formas de propagação de calor [[que para ocorrer é necessário que haja meio material]];1;;são;A condução e a convecção;formas de propagação de calor [[que [[para ocorrer]] é necessário que haja meio material]];;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;249_1;24911;249_1_1;A corrente elétrica designa o movimento ordenado de cargas elétricas [...] dentro de um sistema condutor.;0;A corrente elétrica;designa;o movimento ordenado de cargas elétricas [...] dentro de um sistema condutor.;;;Agent_Process_Medium;1;1;1;0;0
SetB;naturally occurring;252_1;25211;252_1_1;Eletrodinâmica: [^é] responsável pelo estudo das cargas elétricas em movimento.;0;;é;Eletrodinâmica;responsável pelo estudo das cargas elétricas em movimento.;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;255_1;25511;255_1_1;O Eletromagnetismo analisa os fenômenos [[que relacionam Eletricidade e Magnetismo]];1;O Eletromagnetismo;analisa;os fenômenos [[que relacionam Eletricidade e Magnetismo]];;;Agent_Process_Medium;1;1;1;0;0
SetB;naturally occurring;256_1;25611;256_1_1;Corrente elétrica é o fluxo ordenado de partículas portadoras de carga elétrica;0;;é;Corrente elétrica;o fluxo ordenado de partículas portadoras de carga elétrica;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;257_1;25711;257_1_1;A corrente elétrica é o fluxo ordenado de cargas elétricas,;0;;é;A corrente elétrica;o fluxo ordenado de cargas elétricas,;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;261_1;26113;261_1_3;ou seja, o movimento dos portadores de carga [[que compõem a corrente]] sempre acontece da mesma forma.;1;;acontece;o movimento dos portadores de carga [[que compõem a corrente]];;;Process_Medium;0;1;1;0;0
SetB;naturally occurring;262_1;26211;262_1_1;Quando o sentido de movimento dos portadores de carga é variável,;0;;é;o sentido de movimento dos portadores de carga;variável;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;263_1;26311;263_1_1;[^No Efeito Joule, ] Os elétrons transferem energia para os átomos da rede atômica,;0;Os elétrons;transferem;energia;;para os átomos da rede atômica,;Agent_Process_Medium_Beneficiary;1;1;1;0;1
SetB;naturally occurring;265_1;26511;265_1_1;Doses de pulso de corticoides e esplenectomia algumas vezes induzem à remissão transitória.;0;Doses de pulso de corticoides e esplenectomia;induzem;à remissão transitória.;;;Agent_Process_Medium;1;1;1;0;0
SetB;naturally occurring;269_1;26911;269_1_1;A herança é autossômica recessiva.;0;;é;A herança;autossômica recessiva.;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;270_1;27011;270_1_1;Recém-nascidos gravemente afetados apresentam infecções necróticas de tecido mole, recorrentes ou progressivas, por estafilococos e microrganismos Gram-negativos, além de periodontite, deficiência na cicatrização de feridas, nenhuma formação de pus, leucocitose e atraso (> 3 semanas) no desprendimento do coto umbilical.;0;;apresentam;Recém-nascidos gravemente afetados; infecções necróticas de tecido mole, recorrentes ou progressivas, por estafilococos e microrganismos Gram-negativos, além de periodontite, deficiência na cicatrização de feridas, nenhuma formação de pus, leucocitose e atraso (> 3 semanas) no desprendimento do coto umbilical.;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;273_1;27311;273_1_1;A transferência de calor de um corpo para outro ocorre mediante a diferença de temperatura entre eles.;0;;ocorre;A transferência de calor de um corpo para outro;;;Process_Medium;0;1;1;0;0
SetB;naturally occurring;274_1;27412;274_1_2;que está sob estudo;0;;está;que;sob estudo;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;277_1;27711;277_1_1;Ao aquecer um corpo, por exemplo;0;;aquecer;um corpo;;;Process_Medium;0;1;1;0;0
SetB;naturally occurring;280_1;28011;280_1_1;Hipnose é um procedimento [[durante o qual um profissional de saúde ou pesquisador sugere que um cliente, paciente, ou um sujeito experimente mudanças de sensações, percepções, pensamentos e comportamentos]].;1;;é;Hipnose;um procedimento [[durante o qual um profissional de saúde ou pesquisador sugere que um cliente, paciente, ou um sujeito experimente mudanças de sensações, percepções, pensamentos e comportamentos]].;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;281_1;28111;281_1_1;Agorafobia significa medo fóbico de espaços abertos,;0;;significa;Agorafobia; medo fóbico de espaços abertos,;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;281_1;28112;281_1_2;mas designa actualmente uma perturbação fóbica [[constituída por fobias múltiplas e difusas, associadas a ansiedade generalizada e redução progressiva da possibilidade de afastamento dos locais onde o sujeito se sente seguro]].;1;;designa;[^agorafobia];uma perturbação fóbica [[constituída por fobias múltiplas e difusas, associadas a ansiedade generalizada e redução progressiva da possibilidade de afastamento dos locais [[onde o sujeito se sente seguro]] ]];;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;284_1;28412;284_1_2;havendo alteração das faculdades [[que determinam o nível global de inteligência (funções cognitivas, linguagem, motricidade e capacidades sociais)]];1;;havendo;alteração das faculdades [[que determinam o nível global de inteligência (funções cognitivas, linguagem, motricidade e capacidades sociais)]];;;Process_Medium;0;1;1;0;0
SetB;naturally occurring;285_1;28511;285_1_1;[^autoestima é] a opinião acerca de si (auto-conceito), [[somada ao valor ou sentimento que se tem de si mesmo (amor próprio, auto-valorização), adicionado a todos os demais comportamentos e pensamentos que demonstrem a confiança, segurança e valor que o indivíduo dá a si (auto-confiança), nas relações e interações com outras pessoas e com o mundo]];1;;[^é];[^autoestima];a opinião acerca de si (auto-conceito), somada ao valor ou sentimento que se tem de si mesmo (amor próprio, auto-valorização), adicionado a todos os demais comportamentos e pensamentos que demonstrem a confiança, segurança e valor que o indivíduo dá a si (auto-confiança), nas relações e interações com outras pessoas e com o mundo.;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;286_1;28611;286_1_1;No entanto, a baixa autoestima pode ser o gatilho de muitos problemas psicológicos, como depressão, neurose, timidez, vergonha, entre outros, e um dos principais temas [[a ser discutido e aceito em uma terapia com um profissional da psicologia]].;1;;pode ser;a baixa autoestima; o gatilho de muitos problemas psicológicos, como depressão, neurose, timidez, vergonha, entre outros, e um dos principais temas a ser discutido e aceito em uma terapia com um profissional da psicologia.;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;287_1;28711;287_1_1;Psicose é um tipo de doença mental [[que se caracteriza pelos delírios e pelas alucinações]];1;;é;Psicose;um tipo de doença mental [[que se caracteriza pelos delírios e pelas alucinações]];;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;290_1;29011;290_1_1;Mecânica é o ramo da física [[que compreende o estudo e análise do movimento e repouso dos corpos e sua evolução no tempo]];1;;é;Mecânica;o ramo da física [[que compreende o estudo e análise do movimento e repouso dos corpos e sua evolução no tempo]];;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;292_1;29211;292_1_1;Ondas eletromagnéticas: são resultado da combinação de campo elétrico com campo magnético.;0;;são;Ondas eletromagnéticas;resultado da combinação de campo elétrico com campo magnético.;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;294_1;29411;294_1_1;O conjunto de posições sucessivas [[ocupadas por um móvel no decorrer do tempo]] pode ser chamado de trajetória;1;;pode ser chamado;O conjunto de posições sucessivas ocupadas por um móvel no decorrer do tempo;trajetória;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;295_1;29511;295_1_1;Regressão, segundo o psicanalista Sigmund Freud, é um mecanismo de defesa [[que leva à reversão temporária ou a longo prazo do ego para um estágio anterior de desenvolvimento, em vez de lidar com os impulsos inaceitáveis de um modo mais adaptivo]];1;;é;Regressão;um mecanismo de defesa [[que leva à reversão temporária ou a longo prazo do ego para um estágio anterior de desenvolvimento, em vez de lidar com os impulsos inaceitáveis de um modo mais adaptivo]];;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;296_1;29611;296_1_1;Espaço é definido [[com[o] sendo a medida do comprimento da trajetória do corpo em movimento (móvel)]].;1;;é definido;Espaço;[[com[o] sendo a medida do comprimento da trajetória do corpo em movimento (móvel)]].;;Process_Medium_Range;0;1;1;1;0
SetB;naturally occurring;298_1;29811;298_1_1;Com a finalidade [[de tornar mais precisa a análise dos movimentos]], podemos usar como referencial um sistema de coordenadas cartesianas,;1;;podemos usar;um sistema de coordenadas cartesianas;;;Process_Medium;0;1;1;0;0
SetB;naturally occurring;300_1;30011;300_1_1;Em Física dizemos móvel para qualquer corpo [[que muda de posição no decorrer do tempo, em relação a um determinado referencial adotado]];1;;dizemos;móvel;para qualquer corpo [[que muda de posição no decorrer do tempo, em relação a um determinado referencial adotado]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;301_1;30111;301_1_1;Forças de contato são forças [[que agem quando um corpo entra em contato direto com outro]];1;;são;Forças de contato;forças [[que agem quando um corpo entra em contato direto com outro]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;302_1;30211;302_1_1;Forças de campo são forças [[que agem entre dois corpos à distância, sem contato físico entre eles]];1;;são;Forças de campo;forças [[que agem entre dois corpos à distância, sem contato físico entre eles]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;303_1;30312;303_1_2;para formar o zigoto, ou seja, o embrião.;0;;formar;o zigoto, ou seja, o embrião;;;Process_Medium;0;1;1;0;0
SetA;manually constructed;304_1;30411;304_1_1;Mutação é qualquer mudança no material genético [[que pode ser herdada]];1;;é;Mutação;qualquer mudança no material genético [[que pode ser herdada]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;305_1;30511;305_1_1;O vitiligo é uma doença [[que causa manchas na pele e na mucosas]];1;;é;O vitiligo;uma doença [[que causa manchas na pele e na mucosas]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;306_1;30612;306_1_2;ou seja, o corpo ataca a si próprio.;0;o corpo;ataca;a si próprio;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;307_1;30712;307_1_2;é possível [[que se indique a despigmentação total da pele]];1;;é;[[que se indique a despigmentação total da pele]];possível;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;308_1;30811;308_1_1;A pareidolia é uma imagem [[criada a partir de percepções reais]], com base em elementos sensoriais [[que não são precisos]];2;;é;A pareidolia;uma imagem [[criada a partir de percepções reais]], com base em elementos sensoriais [[que não são precisos]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;309_1;30911;309_1_1;Os asteroides são corpos celestes [[formados de metal]] [[que possuem uma órbita ao redor do sol]];2;;são;Os asteroides;corpos celestes formados de metal [[que possuem uma órbita ao redor do sol]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;309_2;30921;309_2_1;Eles não possuem tamanho suficiente;0;;possuem;Eles;tamanho suficiente;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;310_1;31011;310_1_1;Saprófitos são microorganismos [[que se alimentam de substâncias orgânicas]];1;;são;Saprófitos;microorganismos [[que se alimentam de substâncias orgânicas]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;311_1;31111;311_1_1;Os heterótrofos são seres vivos [[que não são capazes de produzir seu próprio alimento,]];1;;são;Os heterótrofos;seres vivos [[que não são capazes de produzir seu próprio alimento,]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;311_1;31112;311_1_2;por isso necessitam obter seu alimento de fontes externas.;0;;necessitam obter;seu alimento;;;Process_Medium;0;1;1;0;0
SetA;manually constructed;313_1;31312;313_1_2;e se mover de forma repetitiva.;0;[^o paciente];mover;se;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;314_1;31412;314_1_2;e se mover repetitivamente.;0;[^o paciente];mover;se ;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;315_1;31511;315_1_1;A mitose é um processo [[em que uma célula gera outras duas com um núcleo cada uma]].;1;;é;A mitose ;um processo [[em que uma célula gera outras duas com um núcleo cada uma]].;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;318_1;31811;318_1_1;As proteínas,<<2>>, formam todos os seres vivos,;0;As proteínas;formam;;todos os seres vivos;;Agent_Process_Range;1;1;0;1;0
SetA;manually constructed;319_1;31911;319_1_1;Os aminoácidos formam as proteínas por meio de ligações peptídicas.;0;Os aminoácidos;formam;as proteínas;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;321_1;32111;321_1_1;As proteínas derivadas não são encontradas na natureza.;0;;são encontradas;As proteínas derivadas;;;Process_Medium;0;1;1;0;0
SetA;manually constructed;325_1;32511;325_1_1;Os anticorpos são proteínas [[que protegem o organismo]];1;;são;Os anticorpos;proteínas [[que protegem o organismo]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;327_1;32711;327_1_1;As veias são vasos sanguíneos [[que transportam sangue rico em CO2 do corpo para o coração]];1;;são;As veias;vasos sanguíneos [[que transportam sangue rico em CO2 do corpo para o coração]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;328_1;32811;328_1_1;O daltonismo é uma alteração da visão [[na qual a pessoa é incapaz de distinguir algumas cores, especialmente vermelho e verde]].;1;;é;O daltonismo;uma alteração da visão [[na qual a pessoa é incapaz de distinguir algumas cores, especialmente vermelho e verde]].;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;330_1;33011;330_1_1;Na pleiotropia, um gene é capaz de influenciar mais de uma característica genética.;0;um gene;é capaz de influenciar;mais de uma característica genética.;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;332_1;33212;332_1_2;cortando as fitas de DNA em determinados locais.;0;;cortando;as fitas de DNA em determinados locais.;;;Process_Medium;0;1;1;0;0
SetA;manually constructed;333_1;33311;333_1_1;As enzimas de restrição são específicas,;0;;são;As enzimas de restrição;específicas;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;334_1;33413;334_1_3;a menos que uma força externa aja sobre ele.;0;uma força externa;aja;sobre ele;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;335_1;33511;335_1_1;A sinalização celular é a maneira [[pela qual as células se comunicam entre si para determinar as atividades celulares]].;1;;é; sinalização celular;a maneira [[pela qual as células se comunicam entre si para determinar as atividades celulares]].;;Process_Medium_Range;0;1;1;1;0
