TextID;Segment_nature;Segment_set;PairID;Segment;Topic;URL;URL_ID
95;naturally occurring;SetA;137;Aÿradia‡Æoÿt‚rmica, tamb‚m conhecida como irradia‡Æo, ‚ uma forma de transferˆncia de calor que ocorre por meio de ondas eletromagn‚ticas. ;Physics;https://mundoeducacao.bol.uol.com.br/fisica/radiacao-conducao-conveccao.htm;64
96;naturally occurring;SetA;138;Enquanto a condu‡Æo e a convec‡Æo ocorrem somente em meios materiais, a irradia‡Æo ocorre tamb‚m no v cuo. ;Physics;http://www.if.ufrgs.br/mpef/mef008/mef008_02/Beatriz/irradiacao.htm;68
97;naturally occurring;SetA;139;[Na] Irradia‡Æo: [,] ao contr rio dos processos de condu‡Æo e convec‡Æo que necessitam de um meio material para a transferˆncia de calor, a irradia‡Æo ‚ o processo que pode acontecer sem que exista meio material.;Physics;https://mundoeducacao.bol.uol.com.br/fisica/transmissao-energia-termica.htm;67
98;naturally occurring;SetA;140; dessa forma que o Sol aquece a Terra todos os dias, como tamb‚m ‚ o meio que a garrafa t‚rmica mant‚m, por longo tempo, o caf‚ quentinho em seu interior. ;Physics;http://meuartigo.brasilescola.uol.com.br/fisica/conducao-conveccao-irradiacao.htm;66
99;naturally occurring;SetA;141;Em f¡sica, corrente el‚trica ‚ o movimento ordenado de part¡culas portadoras de cargas el‚tricas. ;Physics;https://mundoeducacao.bol.uol.com.br/fisica/corrente-eletrica.htm;69
100;naturally occurring;SetA;142;"Eletrost tica: estuda as cargas el‚tricas em repouso e abrange os conceitos de tipos de eletriza‡Æo, for‡a eletrost tica, campo el‚trico e potencial el‚trico;";Physics;https://mundoeducacao.bol.uol.com.br/fisica/eletricidade.htm;70
101;naturally occurring;SetA;143;AÿEletrost ticaÿestuda o comportamento e a intera‡Æo entre cargas el‚tricas totalmente em repouso. ;Physics;http://alunosonline.uol.com.br/fisica/eletricidade-.html;71
102;naturally occurring;SetA;144;Eletrodinƒmica: estuda cargas el‚tricas em movimento, estudando corrente el‚trica, resistores, capacitores. ;Physics;http://alunosonline.uol.com.br/fisica/eletricidade.html;72
103;naturally occurring;SetA;145;Eletrodinƒmica: ao contr rio da eletricidade est tica, a eletrodinƒmica ‚, como indica o seu nome, dinƒmica e, portanto, est  em constante movimento.;Physics;https://www.todamateria.com.br/eletricidade/;73
104;naturally occurring;SetA;146;Eletromagnetismo: ‚ a parte da eletricidade que estuda a rela‡Æo entre os fen“menos el‚tricos e magn‚ticos, sendo eles a corrente el‚trica produzida pela varia‡Æo de campo magn‚tico, bem como o campo magn‚tico gerado por uma corrente el‚trica.;Physics;https://mundoeducacao.bol.uol.com.br/fisica/eletricidade.htm;70
105;naturally occurring;SetA;147;Eletromagnetismo: estuda a rela‡Æo da eletricidade com a capacidade de atrair e reprimir polos.;Physics;https://www.todamateria.com.br/eletricidade/;73
106;naturally occurring;SetA;148;Um condutor met lico, que tem a caracter¡stica de terÿel‚trons livres, quando ‚ conectado a um p¢lo positivo, e em sua outra extremidade a um p¢lo negativo, esses el‚trons inicialmente livres e desordenados iniciam um movimento ordenado e em um sentido - aÿcorrente el‚trica. Assim podemos definir como movimento ordenado de cargas el‚tricas. ;Physics;https://www.infoescola.com/fisica/corrente-eletrica/;75
107;naturally occurring;SetA;149;Bem, entÆo se conseguirmos fazer com algum material condutor um caminho para os el‚trons percorrerem poder¡amos criar uma corrente de el‚trons. Chamamos isso de corrente el‚trica. exatamente essa a finalidade dos fios que chegam at‚ as nossas casas.;Physics;http://www.if.ufrgs.br/tex/fis01043/20021/Gusmao/;77
108;naturally occurring;SetA;150;Podemos entender facilmente a corrente el‚trica em um circuito(aparelho) el‚trico se pensarmos nele como uma estrada aonde os carros sÆo os el‚trons livres. S¢ que no caso do circuito el‚trico essa estrada ‚ do tipo fechada, ou seja, ‚ como se andassem em circulo.Isso significa que os el‚trons nÆo se gastam eles voltam a passar novamente pelo ponto de partida e ficam assim enquanto o circuito estiver fechado(completo) e alimentado por uma fonte de tensÆo(voltagem).;Physics;http://www.if.ufrgs.br/tex/fis01043/20021/Gusmao/;77
109;naturally occurring;SetA;151;TensÆo el‚trica (denotada por ?V), tamb‚m conhecida como diferen‡a de potencial (DDP), ‚ a diferen‡a de potencial el‚trico entre dois pontos ou a diferen‡a em energia potencial el‚trica por unidade de carga el‚trica entre dois pontos.;Physics;https://pt.wikipedia.org/wiki/Tens%C3%A3o_el%C3%A9trica;78
110;naturally occurring;SetA;152;Um ¡mÆ gera um campo magn‚tico … sua volta, que pode ser constatado aproximando-se dele uma b£ssola ou acrescentando limalhas de ferro.;Physics;http://alunosonline.uol.com.br/fisica/fontes-campo-magnetico.html;79
111;naturally occurring;SetA;153;Na corrente cont¡nua as cargas el‚tricas que a constituem se movimentam apenas num sentido, ou seja, do p¢lo positivo da fonte de tensÆo para o p¢lo negativo, chamado de sentido convencional. ;Physics;https://mundoeducacao.bol.uol.com.br/fisica/corrente-eletrica.htm;69
112;naturally occurring;SetA;154;(corrente alternada) Nesse tipo de corrente as cargas el‚tricas ficam oscilando em um sentido e em outro. ;Physics;https://mundoeducacao.bol.uol.com.br/fisica/corrente-eletrica.htm;69
113;naturally occurring;SetA;155;Efeito Joule ou lei de Joule ‚ um fen“meno da f¡sica que resulta na transforma‡Æo de energia el‚trica em energia t‚rmica (calor).ÿ ;Physics;https://www.todamateria.com.br/efeito-joule/;2
114;naturally occurring;SetA;159;O tratamento da s¡ndrome de Ch‚diak-Higashi envolve antibi¢ticos para ajudar a prevenir infec‡äes e interferon gama para ajudar o sistema imunol¢gico a funcionar melhor. ;Biology;https://www.msdmanuals.com/pt/casa/doen%C3%A7as-imunol%C3%B3gicas/doen%C3%A7as-decorrentes-de-imunodefici%C3%AAncia/s%C3%ADndrome-de-ch%C3%A9diak-higashi;80
115;naturally occurring;SetA;160;Por vezes, o uso de corticosteroides e a remo‡Æo do ba‡o (esplenectomia) aliviam os sintomas temporariamente. ;Biology;https://www.msdmanuals.com/pt/casa/doen%C3%A7as-imunol%C3%B3gicas/doen%C3%A7as-decorrentes-de-imunodefici%C3%AAncia/s%C3%ADndrome-de-ch%C3%A9diak-higashi;80
116;naturally occurring;SetA;164;A candid¡ase mucocutƒnea cr“nica ‚ devido a uma muta‡Æo em genes espec¡ficos.;Biology;https://www.msdmanuals.com/pt/casa/doen%C3%A7as-imunol%C3%B3gicas/doen%C3%A7as-decorrentes-de-imunodefici%C3%AAncia/candid%C3%ADase-mucocut%C3%A2nea-cr%C3%B4nica;81
117;naturally occurring;SetA;168;Como pessoas sem uma imunodeficiˆncia desenvolvem infec‡Æo porÿCandidaÿocasionalmente, os m‚dicos procuram por fatores de risco comuns para infec‡Æo porÿCandida, como diabetes ou uso recente de antibi¢ticos.;Biology;https://www.msdmanuals.com/pt/casa/doen%C3%A7as-imunol%C3%B3gicas/doen%C3%A7as-decorrentes-de-imunodefici%C3%AAncia/candid%C3%ADase-mucocut%C3%A2nea-cr%C3%B4nica;81
118;naturally occurring;SetA;169;Geralmente, as infec‡äes podem ser tratadas com um f rmaco antif£ngico a ser aplicado sobre a pele. ;Biology;https://www.msdmanuals.com/pt/casa/doen%C3%A7as-imunol%C3%B3gicas/doen%C3%A7as-decorrentes-de-imunodefici%C3%AAncia/candid%C3%ADase-mucocut%C3%A2nea-cr%C3%B4nica;81
119;naturally occurring;SetA;171;Ela ‚ herdada como umaÿdoen‡a autoss“mica recessiva. Isto ‚, sÆo necess rios dois genes para a doen‡a, um do pai e um da mÆe. ;Biology;https://www.msdmanuals.com/pt/casa/doen%C3%A7as-imunol%C3%B3gicas/doen%C3%A7as-decorrentes-de-imunodefici%C3%AAncia/defici%C3%AAncia-de-ades%C3%A3o-leucocit%C3%A1ria;82
120;naturally occurring;SetA;174;Em bebˆs gravemente afetados, as infec‡äes se desenvolvem nos tecidos moles como gengivas, pele e m£sculos.;Biology;https://www.msdmanuals.com/pt/casa/doen%C3%A7as-imunol%C3%B3gicas/doen%C3%A7as-decorrentes-de-imunodefici%C3%AAncia/defici%C3%AAncia-de-ades%C3%A3o-leucocit%C3%A1ria;82
121;naturally occurring;SetA;175;As infec‡äes se tornam cada vez mais dif¡ceis de controlar. ;Biology;https://www.msdmanuals.com/pt/casa/doen%C3%A7as-imunol%C3%B3gicas/doen%C3%A7as-decorrentes-de-imunodefici%C3%AAncia/defici%C3%AAncia-de-ades%C3%A3o-leucocit%C3%A1ria;82
122;naturally occurring;SetA;176;A transferˆncia de calor de um corpo para outro pode ocorrer por meio de trˆs formas: radia‡Æo, condu‡Æo e convec‡Æo.;Physics;https://mundoeducacao.bol.uol.com.br/fisica/radiacao-conducao-conveccao.htm;64
123;naturally occurring;SetA;177;O calor ‚ um tipo de energia que pode ser transferido de um corpo para o outro quando h  diferen‡a de temperatura entre eles.;Physics;https://mundoeducacao.bol.uol.com.br/fisica/radiacao-conducao-conveccao.htm;64
124;naturally occurring;SetA;179;A terapia gen‚tica para esta doen‡a est  sendo estudada.;Psychology;https://www.msdmanuals.com/pt/casa/doen%C3%A7as-imunol%C3%B3gicas/doen%C3%A7as-decorrentes-de-imunodefici%C3%AAncia/defici%C3%AAncia-de-ades%C3%A3o-leucocit%C3%A1ria;82
125;naturally occurring;SetA;180;No transtorno bipolar, os epis¢dios de sintomas se alternam com per¡odos virtualmente sem sintomas (remissäes).;Psychology;https://www.msdmanuals.com/pt/casa/dist%C3%BArbios-de-sa%C3%BAde-mental/transtornos-do-humor/transtorno-bipolar;147
126;naturally occurring;SetA;181;Sabemos que a temperatura de um corpo est  diretamente ligada ao estado de agita‡Æo de suas mol‚culas.;Physics;https://mundoeducacao.bol.uol.com.br/fisica/dilatacao-superficial-dos-solidos.htm;148
127;naturally occurring;SetA;182;Dessa forma, tamb‚m sabemos que quando h  aumento na temperatura de um corpo h  tamb‚m sua expansÆo.;Physics;https://mundoeducacao.bol.uol.com.br/fisica/dilatacao-superficial-dos-solidos.htm;148
128;naturally occurring;SetA;186;A motiva‡Æo ‚ uma for‡a interior que se modifica a cada momento durante toda a vida, onde direciona e intensifica os objetivos de um indiv¡duo.;Psychology;https://brasilescola.uol.com.br/psicologia/motivacao-psicologica.htm;154
129;naturally occurring;SetA;188;Sob o ponto de vista humano, a criatividade ‚ uma qualidade adquirida e iniciada na infƒncia que busca em id‚ias a fonte para criar novas coisas.;Psychology;https://mundoeducacao.bol.uol.com.br/psicologia/criatividade.htm;156
130;naturally occurring;SetA;189;A hipnose ‚ um m‚todo que altera o estado de consciˆncia de indiv¡duos que se mostra simultƒneo ao estado natural quando esse se encontra problem tico em alguma parte do seu psicol¢gico.;Psychology;https://mundoeducacao.bol.uol.com.br/psicologia/hipnose.htm;157
131;naturally occurring;SetA;190;Dessa forma, normalmente dir¡amos que agorafobia ‚ o medo de estar em locais p£blicos ou no meio da multidÆo, por exemplo.;Psychology;https://mundoeducacao.bol.uol.com.br/psicologia/agorafobia.htm;158
132;naturally occurring;SetA;191;Inteligˆncia emocional caracteriza-se pelo modo como as pessoas lidam com suas emo‡äes e com as das pessoas pr¢ximas.;Psychology;https://mundoeducacao.bol.uol.com.br/psicologia/inteligencia-emocional.htm;159
133;naturally occurring;SetA;192;O sonambulismo ‚ um dist£rbio que ocorre durante o sono. O indiv¡duo quando est  dormindo consegue levantar da cama, andar, falar e at‚ realizar alguns tipos de atividades rotineiras.;Psychology;https://mundoeducacao.bol.uol.com.br/psicologia/sonambulismo.htm;160
134;naturally occurring;SetA;193;A deficiˆncia mental ‚ classificada como um conjunto de problemas que afeta o intelecto de um indiv¡duo, por‚m nÆo altera as demais fun‡äes do c‚rebro como muitos acreditam.;Psychology;https://mundoeducacao.bol.uol.com.br/psicologia/deficiencia-mental.htm;161
135;naturally occurring;SetA;194;Auto-estima ‚ a avalia‡Æo que a pessoa faz de si mesma, envolvendo cren‡as, emo‡äes e comportamento.  a capacidade que a pessoa tem de respeitar, confiar e gostar de si.;Psychology;https://mundoeducacao.bol.uol.com.br/psicologia/autoestima.htm;162
136;naturally occurring;SetA;195;A auto-estima baixa pode ocasionar problemas psicol¢gicos, como depressÆo, ansiedade, uma vez que interfere na maneira de ver o mundo e conseqentemente no comportamento, provocando um sentimento de incapacidade, inadequa‡Æo e inseguran‡a.;Psychology;https://mundoeducacao.bol.uol.com.br/psicologia/autoestima.htm;162
137;naturally occurring;SetA;196;A psicose ‚ a perda de contato com a realidade, o que provoca del¡rios e alucina‡äes.;Psychology;https://www.minhavida.com.br/saude/temas/psicose;163
138;naturally occurring;SetA;197;Trata-se de um dist£rbio emocional podendo traduzir-se num estado de abatimento e infelicidade, o qual pode ser transit¢rio ou permanente.;Psychology;https://conceito.de/depressao;164
139;naturally occurring;SetA;198;Ansiedade ‚ um estado ps¡quico de apreensÆo ou medo provocado pela antecipa‡Æo de uma situa‡Æo desagrad vel ou perigosa.;Psychology;https://www.significados.com.br/ansiedade/;165
140;naturally occurring;SetA;199;A Mecƒnica ‚ o ramo da F¡sica respons vel pelo estudo do movimento;Physics;https://mundoeducacao.bol.uol.com.br/fisica/mecanica.htm;192
141;naturally occurring;SetA;200;O eletromagnetismo estuda a rela‡Æo entre os fen“menos el‚tricos e magn‚ticos.;Physics;https://mundoeducacao.bol.uol.com.br/fisica/eletromagnetismo.htm;193
142;naturally occurring;SetA;201;As ondas eletromagn‚ticas resultam da combina‡Æo de um campo el‚trico e de um magn‚tico que se propagam no espa‡o;Physics;https://mundoeducacao.bol.uol.com.br/fisica/o-que-sao-ondas-eletromagneticas.htm;190
143;naturally occurring;SetA;202;Logo, vemos entÆo que onda ‚ um pulso que se propaga.;Physics;https://mundoeducacao.bol.uol.com.br/fisica/ondas-2.htm;188
144;naturally occurring;SetA;203;A trajet¢ria ‚ considerada o espa‡o das posi‡äes ocupado por um corpo que se move.ÿ;Physics;https://www.colegioweb.com.br/fundamentos-da-cinematica-escalar/trajetoria.html;187
145;naturally occurring;SetA;204;A regressÆo ‚ uma t‚cnica defensiva da psique que tem como objetivo retornar ao ponto anterior a determinado evento traum tico.;Psychology;https://www.portaleducacao.com.br/conteudo/artigos/psicologia/psicanalise-para-leigos-entendendo-os-principais-conceitos-da-area/51504;184
146;naturally occurring;SetA;205;Espa‡o ‚ a posi‡Æo onde se encontra o m¢vel em determinado instante, em rela‡Æo a um dado referencial.;Physics;https://www.estudopratico.com.br/referencial-movimento-espaco-e-repouso/;194
147;naturally occurring;SetA;206;Um corpo est  em movimento quando sua posi‡Æo varia no decorrer do tempo.;Physics;https://www.estudopratico.com.br/referencial-movimento-espaco-e-repouso/;194
148;naturally occurring;SetA;207; chamado de referencial o corpo em rela‡Æo ao qual se identifica se o m¢vel em estudo est  em movimento ou em repouso.;Physics;https://www.estudopratico.com.br/referencial-movimento-espaco-e-repouso/;194
149;naturally occurring;SetA;208;Um ponto material considera-se em repouso quando em rela‡Æo a um dado referencial, sua posi‡Æo nesse referencial nÆo varia com o passar do tempo.;Physics;https://www.estudopratico.com.br/referencial-movimento-espaco-e-repouso/;194
150;naturally occurring;SetA;209;M¢vel ‚ qualquer mat‚ria que se desloca em rela‡Æo a um ponto de referˆncia;Physics;https://br.answers.yahoo.com/question/index?qid=20100131153426AAKoFtq;195
151;naturally occurring;SetB;3;For‡as de contato: [sÆo] aquelas que agem sobre os corpos somente na medida que quem aplica a for‡a est  necessariamente em contato com os corpos[...];Physics;https://www.todamateria.com.br/forca/;84
152;naturally occurring;SetB;4;For‡as de campo: [sÆo] aquelas que agem sobre os corpos sendo que o corpo que exerce a for‡a nÆo se encontra em contato os outros [...];Physics;https://www.todamateria.com.br/forca/;84
153;naturally occurring;SetB;6;A fecunda‡Æo ‚ a fusÆo dos materiais dos n£cleos de dois gametas que d  lugar a forma‡Æo de um zigoto, o embriÆo.;Biology;https://www.todabiologia.com/dicionario/fecundacao.htm;86
154;naturally occurring;SetB;7;Muta‡Æo ‚ uma altera‡Æo s£bita e herd vel na estrutura do material gen‚tico.;Biology;http://www.uff.br/genetica_animal/mutacao;87
155;naturally occurring;SetB;12;O vitiligo ‚ uma doen‡a cutƒnea caracterizada pela despigmenta‡Æo e forma‡Æo de manchas na pele.;Biology;http://reinpec.srvroot.com:8686/reinpec/index.php/reinpec/article/view/108;89
156;naturally occurring;SetB;13;Teoria Imunol¢gica: Admite que o vitiligo ‚ uma doen‡a auto-imune pela forma‡Æo de anticorpos antimelan¢citos.;Biology;https://www.abcdasaude.com.br/dermatologia/vitiligo;90
157;naturally occurring;SetB;15;Para o vitiligo universal, com poucas  reas de pele normal (superior a 50% da superf¡cie cutƒnea), pode ser proposta a despigmenta‡Æo das  reas restantes de pele normal.;Biology;https://www.abcdasaude.com.br/dermatologia/vitiligo;90
158;naturally occurring;SetB;16;A pareidolia consiste numa imagem (fant stica e extrojetada) criada intencionalmente a partir de percep‡äes reais, a partir de elementos sensoriais incompletos ou imprecisos.;Psychology;http://www.scielo.br/pdf/%0D/rbp/v27n2/a17v27n2.pdf;91
159;naturally occurring;SetB;17;Os asteroides sÆo corpos rochosos e met licos que possuem ¢rbita definida ao redor do Sol.;Physics;https://pt.wikipedia.org/wiki/Asteroide#cite_note-vest-2;92
160;naturally occurring;SetB;19;Sapr¢fito, saprotr¢fico ou saprotrofo ‚ a designa‡Æo dada em biologia aos organismos, entre os quais plantas, fungos e outros seres, que se alimentam absorvendo substƒncias orgƒnicas normalmente provenientes de mat‚ria orgƒnica em decomposi‡Æo.;Biology;https://pt.wikipedia.org/wiki/Saprotrofia;94
161;naturally occurring;SetB;20;Heterotrofismo ou heterotrofia, em biologia, os seres heterotrofos sÆo aqueles seres que nÆo fazem a fotossintese,como fungos,bacterias,protozoarios e animais, e por isso se alimenta de seres vivos aut¢trofos ou de outros heterotr¢fos, direta ou indiretamente.;Biology;https://pt.wikipedia.org/wiki/Heterotrofismo;95
162;naturally occurring;SetB;21;Aut¢trofo:ÿem biologia, ‚ o nome dado … qualidade do ser vivo de produzir seu pr¢prio alimento a partir da fixa‡Æo de di¢xido de carbono, por meio de fotoss¡ntese ou quimioss¡ntese.;Biology;http://www.dicionarioinformal.com.br/aut%C3%B3trofo/;96
163;naturally occurring;SetB;23;A acatisia [...] ‚ uma s¡ndrome psicomotora que se manifesta pela impossibilidade de estar parado, sentado.;Biology;https://pt.wikipedia.org/wiki/Acatisia;19
164;naturally occurring;SetB;25;"A  actividade  motora  ‚  descrita,  pelo  doente,  como  um  esfor‡o  
volunt rio  para  aliviar  sensa‡äes  de  desconforto,  embora  em  casos  severos  esta  necessidade  de  movimento  esteja  para  al‚m  do  controlo  volunt rio. ";Biology;https://www.estudaetal.com/thebox/theboxficheiros/2041925989074a9f38e3414005d5a27c860d4;17
165;naturally occurring;SetB;26;Durante a mitose, os cromossomos duplicados se tornam exatamente segregados, com um conjunto para cada um dos dois n£cleos separados. ;Biology;https://www.facebook.com/permalink.php?id=582165688916747&story_fbid=610862512713731;185
166;naturally occurring;SetB;27;Por conveniˆncia, os bi¢logos dividem o processo em quatro est gios: pr¢fase, met fase, an fase e tel¢fase. ;Biology;https://www.facebook.com/permalink.php?id=582165688916747&story_fbid=610862512713731;185
167;naturally occurring;SetB;28;A radioterapia ‚ um m‚todo capaz de destruir c‚lulas tumorais, empregando feixe de radia‡äes ionizantes. ;Biology;https://medradius.com.br/radioterapia;99
168;naturally occurring;SetB;35;Prote¡nas sÆo componentes essenciais a todas as c‚lulas vivas e estÆo relacionadas praticamente a todas as fun‡äes fisiol¢gicas. ;Biology;http://www.revista-fi.com/edicoes/38/files/assets/downloads/publication.pdf;103
169;naturally occurring;SetB;37;Quimicamente, as prote¡nas sÆo pol¡meros de alto peso molecular (acima de 10.000), cujas unidades b sicas sÆo os amino cidos, ligados entre si por liga‡äes pept¡dicas.;Biology;http://www.revista-fi.com/edicoes/38/files/assets/downloads/publication.pdf;103
170;naturally occurring;SetB;38;As prote¡nas conjugadas sÆo prote¡nas que por hidr¢lise liberam amino cidos mais um radical nÆo pept¡dico, denominado grupo prost‚tico. ;Biology;http://www.revista-fi.com/edicoes/38/files/assets/downloads/publication.pdf;103
171;naturally occurring;SetB;39;As prote¡nas derivadas sÆo compostos nÆo encontrados na natureza, mas obtidos por degrada‡Æo mais ou menos intensa (prote¢lise) de prote¡nas simples ou conjugadas pela a‡Æo de  cidos, bases ou enzimas.;Biology;http://www.revista-fi.com/edicoes/38/files/assets/downloads/publication.pdf;103
172;naturally occurring;SetB;40;O  cido desoxirribonucleico [...] ‚ um composto orgƒnico cujas mol‚culas contˆm as instru‡äes gen‚ticas que coordenam o desenvolvimento e funcionamento de todos os seres vivos.;Biology;https://pt.wikipedia.org/wiki/%C3%81cido_desoxirribonucleico;105
173;naturally occurring;SetB;41;GINECEU: [‚ o] conjunto dos ¢rgÆos femininos formados pelos pistilos ou carpelos.;Biology;http://w3.ufsm.br/herb/glossario.pdf;106
174;naturally occurring;SetB;42;ANDROCEU: [‚ o] conjunto dos ¢rgÆos masculinos formados pelos estames. ;Biology;http://w3.ufsm.br/herb/glossario.pdf;106
175;naturally occurring;SetB;43;Os anticorpos pertencem … fam¡lia das glicoprote¡nas denominada imunoglobulinas (Ig) e sÆo produzidos pelos animais em resposta … presen‡a de substƒncias estranhas denominadas imun¢genos ou ant¡genos. ;Biology;http://quimicanova.sbq.org.br/imagebank/pdf/Vol25No2_316_19.pdf;107
176;naturally occurring;SetB;48;as art‚rias, vasos eferentes, [...] levam o sangue do cora‡Æo para os ¢rgÆos e os tecidos, conduzindo O2 e nutrientes na circula‡Æo sistˆmica, mas sangue desoxigenado na circula‡Æo pulmonar;Biology;http://www.ufrgs.br/livrodehisto/pdfs/6Circulat.pdf;110
177;naturally occurring;SetB;50;as veias, vasos aferentes, [...] levam o sangue de volta ao cora‡Æo, trazendo CO2 e dejetos dos tecidos na circula‡Æo sistˆmica e sangue oxigenado na circula‡Æo pulmonar;Biology;http://www.ufrgs.br/livrodehisto/pdfs/6Circulat.pdf;110
178;naturally occurring;SetB;51;Daltonismo, tamb‚m conhecido como discromatopsia ou discromopsia, ‚ uma perturba‡Æo da percep‡Æo visual caracterizada pela incapacidade de diferenciar todas ou algumas cores, manifestando-se muitas vezes pela dificuldade em distinguir o verde do vermelho.;Biology;https://pt.wikipedia.org/wiki/Daltonismo;33
179;naturally occurring;SetB;53;Podemos considerar que existem trˆs grupos de discromatopsias: Monocromacias, Dicromacias e Tricromacias An¢malas.;Biology;http://www.inicepg.univap.br/cd/INIC_2010/anais/arquivos/0342_0216_02.pdf;111
180;naturally occurring;SetB;54;Pleiotropia [...] ‚ o fen“meno gen‚tico em que um £nico par de alelos ‚ respons vel pelo determinismo de dois ou mais caracteres simultaneamente.;Biology;https://www.infoescola.com/genetica/pleiotropia/;112
181;naturally occurring;SetB;55;Asÿbombas at“micasÿfuncionam em decorrˆncia dos processos de fusÆo e fissÆo nuclear e tem um alto poder de destrui‡Æo. ;Physics;https://www.todamateria.com.br/fissao-nuclear/;83
182;naturally occurring;SetB;58;As enzimas de restri‡Æo ou tamb‚m denominadas de endonucleases de restri‡Æo, sÆo as ferramentas b sicas da engenharia gen‚tica, desempenhando fun‡Æo de clivagem (corte) da mol‚cula de DNA em pontos espec¡ficos, em reconhecimento a determinadas seqˆncias de nucleot¡deos.;Biology;https://mundoeducacao.bol.uol.com.br/biologia/enzimas-restricao.htm;115
183;naturally occurring;SetB;59;Uma das caracter¡sticas mais importantes dessas enzimas de restri‡Æo ‚ a sua especificidade, ou seja, uma mesma mol‚cula de DNA submetida … a‡Æo de uma enzima ‚ sempreÿcortada nos mesmos pontos e geraÿum conjunto de fragmentos de mesmo tamanho.;Biology;https://prezi.com/g4ft9sm_m-9w/copy-of-biotecnologia/;116
184;naturally occurring;SetB;60;A 1¦  [primeira] lei de Newton estabelece que um corpo, uma vez em movimento, s¢ altera as caracter¡sticas desse movimento se sobre ele agir uma for‡a externa.;Physics;http://www.fis.uc.pt/data/20052006/apontamentos/apnt_067_7.pdf;117
185;naturally occurring;SetB;61;Aÿsinaliza‡Æo celularÿfaz parte de um complexo sistema de comunica‡Æo que governa e coordena as atividades e fun‡äesÿcelulares.;Biology;https://pt.wikipedia.org/wiki/Sinaliza%C3%A7%C3%A3o_celular;118
186;naturally occurring;SetB;62;O transtorno do d‚ficit de aten‡Æo e hiperatividade (TDAH) ‚ um transtorno do desenvolvimento, de forte influˆncia neurobiol¢gica, mais comum na infƒncia, afetando 3 a 7% das crian‡as, e sendo caracterizado por um padrÆo persistente de desaten‡Æo e/ou hiperatividade e impulsividade, que se manifestam em, no m¡nimo, dois ambientes como a casa e a escola.;Psychology;https://www.actamedicaportuguesa.com/revista/index.php/amp/article/viewFile/686/364;119
187;naturally occurring;SetB;64;J  a s¡ndrome completa de DiGeorge ‚ fatal, se o tratamento nÆo for institu¡do, consistindo no transplante de cultura de tecido t¡mico ouÿtransplante de c‚lulas-tronco hematopoi‚ticas. ;Biology;https://www.msdmanuals.com/pt/profissional/imunologia-dist%C3%BArbios-al%C3%A9rgicos/imunodefici%C3%AAncias/s%C3%ADndrome-de-digeorge;120
188;naturally occurring;SetB;65;[O] transtorno obsessivo-compulsivo (TOC) [...]  define as manias quandoÿchegam a um n¡vel grave e incontrol vel.;Psychology;http://draanabeatriz.com.br/portfolio/mentes-e-manias-toc-transtorno-obsessivo-compulsivo-intro/;121
189;naturally occurring;SetB;67;Mundialmente, a prevalˆncia da esquizofrenia ‚ de 1%.;Psychology;https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/esquizofrenia-e-transtornos-relacionados/esquizofrenia;122
190;naturally occurring;SetB;69;Embora a causa espec¡fica seja desconhecida, a esquizofrenia possui base biol¢gica evidenciada por altera‡äes na estrutura cerebral [...] e por altera‡äes em neurotransmissores, especialmente atividades dopamin‚rgica e glutamat‚rgica alteradas. [...];Psychology;https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/esquizofrenia-e-transtornos-relacionados/esquizofrenia;122
191;naturally occurring;SetB;70;Gˆmeos monozig¢ticos tˆm concordƒncia de cerca de 50%.;Psychology;https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/esquizofrenia-e-transtornos-relacionados/esquizofrenia;122
192;naturally occurring;SetB;71;Estressores podem desencadear o surgimento ou a recorrˆncia dos sintomas em pessoas vulner veis. Podem ser primariamente bioqu¡micos [...] ou sociais.;Psychology;https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/esquizofrenia-e-transtornos-relacionados/esquizofrenia;122
193;naturally occurring;SetB;72;Os pacientes com subtipo paranoide, com in¡cio tardio e bom funcionamento pr‚-m¢rbido ? pacientes com melhor progn¢stico para recupera‡Æo ? tamb‚m sÆo os que tˆm maior risco de suic¡dio.;Psychology;https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/esquizofrenia-e-transtornos-relacionados/esquizofrenia;122
194;naturally occurring;SetB;73;Quando tratados precocemente, os pacientes tendem a responder mais r pida e completamente.;Psychology;https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/esquizofrenia-e-transtornos-relacionados/esquizofrenia;122
195;naturally occurring;SetB;74;Sem o uso de drogas antipsic¢ticas, ap¢s epis¢dio inicial, 70 a 80% dos pacientes apresentam epis¢dio subsequente durante os 12ÿmeses seguintes.;Psychology;https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/esquizofrenia-e-transtornos-relacionados/esquizofrenia;122
196;naturally occurring;SetB;75;O uso cont¡nuo de drogas antipsic¢ticas pode reduzir a taxa de recidiva em umÿano para cerca de 30%.;Psychology;https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/esquizofrenia-e-transtornos-relacionados/esquizofrenia;122
